food_item,calories,proteins,carbohydrates,fats,fibers,sugars,category,sodium,cholesterol,meal_type,water_intake,source_file
"OIL,INDUS,SOY (PART HYDROG) & CTTNSD,TORTILLA SHORTENING",884.0,0.0,0.0,100.0,0.0,0.0,,0.0,0.0,,,Food_4.csv
"MARGARINE-LIKE SHORTENING,INDUS,SOY(PART  HYDR),CTTNSD,& SOY",628.0,0.0,0.0,71.0,0.0,0.0,,864.0,0.0,,,Food_4.csv
"OIL,INDUSTRIAL,PALM KERNEL,CONFECTION FAT",884.0,0.0,0.0,100.0,0.0,0.0,,6.0,0.0,,,Food_4.csv
"OIL,INDUSTRIAL,PALM KERNEL (HYDROGENATED),CONFECTION FAT",884.0,0.0,0.0,100.0,0.0,0.0,,6.0,0.0,,,Food_4.csv
"OIL,INDUSTRIAL,COCNT,CONFECTION FAT,ICE CRM COATINGS",884.0,0.0,0.0,100.0,0.0,0.0,,5.0,0.0,,,Food_4.csv
"OIL,INDUSTRIAL,PALM KERNEL (HYDROG) FOR WHIPPED TOPPINGS",884.0,0.0,0.0,100.0,0.0,0.0,,6.0,0.0,,,Food_4.csv
"OIL,INDUSTRIAL,COCNT (HYDROGENATED),FOR TOPPINGS & WHITENERS",880.0,0.0,0.0,99.5,0.0,0.0,,7.0,0.0,,,Food_4.csv
"OIL,INDUSTRIAL,PALM & PALM KERNEL,FILLING FAT (NON-HYDROG)",880.0,0.0,0.0,99.5,0.0,0.0,,6.0,0.0,,,Food_4.csv
"OIL,INDUSTRIAL,PALM KERNEL (HYDROGENATED),FILLING FAT",884.0,0.0,0.0,100.0,0.0,0.0,,6.0,0.0,,,Food_4.csv
"OIL,INDUSTRIAL,SOY (PARTHYDR ),PALM, ICINGS & FILLINGS",884.0,0.0,0.0,100.0,0.0,0.0,,0.0,0.0,,,Food_4.csv
"MARGARINE,INDUS,NON-DAIRY,CTTNSD,SOY OIL (PART HYDR )",714.0,1.9,0.0,80.2,0.0,0.0,,879.0,0.0,,,Food_4.csv
"SHORTENING,INDUSTRIAL,SOY (PARTIALLY HYDR )&CORN FOR FRYING",884.0,0.0,0.0,100.0,0.0,0.0,,0.0,0.0,,,Food_4.csv
"SHORTENING,INDUS,SOY (PART HYDR ) FOR BAKING & CONFECTIONS",884.0,0.0,0.0,100.0,0.0,0.0,,0.0,0.0,,,Food_4.csv
"MARGARINE,INDUS,SOY & PART HYDR SOY OIL,BAKING,SAUCES,CANDY",714.0,0.18,0.71,80.0,0.0,0.0,,886.0,0.0,,,Food_4.csv
"USDA CMDTY FD,OIL,VEG,SOYBN,REFINED",884.0,0.0,0.0,100.0,0.0,0.0,,0.0,0.0,,,Food_4.csv
"USDA CMDTY FD,OIL,VEG,LO SATURATED FAT",884.0,0.0,0.0,100.0,0.0,0.0,,0.0,0.0,,,Food_4.csv
"MARGARINE-LIKE SPRD,SMART BALANCE REG BUTTERY SPRD",583.0,0.14,0.14,64.63,0.0,0.0,,646.0,0.0,,,Food_4.csv
"MARGARINE-LIKE SPRD,SMART BALANCE LT BUTTERY SPRD",337.0,0.02,1.98,36.41,,,,580.0,,,,Food_4.csv
"MARGARINE-LIKE SPRD,SMART BEAT SUPER LT WO/ SATURATED FAT",158.0,0.0,0.0,17.1,0.0,0.0,,755.0,0.0,,,Food_4.csv
"MARGARINE-LIKE SPRD,SMART BEAT SMART SQUEEZE",47.0,0.0,7.1,2.1,0.0,1.0,,829.0,0.0,,,Food_4.csv
"MARGARINE-LIKE SPRD,SMART BALANCE OMEGA PLUS SPRD",605.0,0.13,0.16,70.95,0.0,0.0,,729.0,23.0,,,Food_4.csv
"OIL,PAM COOKING SPRAY,ORIGINAL",792.0,0.26,20.69,78.69,0.0,0.0,,59.0,0.0,,,Food_4.csv
"SALAD DRSNG,HONEY MUSTARD DRSNG,RED CAL",207.0,0.98,28.26,10.0,0.8,18.33,,701.0,0.0,,,Food_4.csv
"MARGARINE-LIKE SPRD,BENECOL LT SPRD",357.0,0.0,5.71,38.71,,,,670.0,,,,Food_4.csv
"SALAD DRSNG,SPRAY-STYLE DRSNG,ASSORTED FLAVORS",165.0,0.16,16.6,10.75,0.3,14.29,,1102.0,0.0,,,Food_4.csv
"SALAD DRSNG,MAYO,LT,SMART BALANCE,OMEGA PLUS LT",333.0,1.53,9.39,34.18,0.2,5.38,,848.0,33.0,,,Food_4.csv
"OIL,INDUSTRIAL,CANOLA,HI OLEIC",900.0,0.0,0.0,100.0,0.0,0.0,,0.0,0.0,,,Food_4.csv
"OIL,INDUSTRIAL,SOY,LO LINOLENIC",900.0,0.0,0.0,100.0,0.0,0.0,,0.0,0.0,,,Food_4.csv
"OIL,INDUSTRIAL,SOY,ULTRA LO LINOLENIC",884.0,0.0,0.0,100.0,0.0,0.0,,0.0,0.0,,,Food_4.csv
"OIL,INDUSTRIAL,SOY,FULLY HYDR",884.0,0.0,0.0,100.0,0.0,0.0,,0.0,0.0,,,Food_4.csv
"OIL,INDUSTRIAL,CTTNSD,FULLY HYDR",884.0,0.0,0.0,100.0,0.0,0.0,,0.0,0.0,,,Food_4.csv
"SALAD DRSNG,HONEY MUSTARD,REG",464.0,0.87,23.33,40.83,0.4,15.84,,512.0,29.0,,,Food_4.csv
"SALAD DRSNG,POPPYSEED,CREAMY",399.0,0.92,23.73,33.33,0.3,23.39,,933.0,15.0,,,Food_4.csv
"SALAD DRSNG,CAESAR,FAT-FREE",131.0,1.47,30.73,0.23,0.2,8.82,,1265.0,1.0,,,Food_4.csv
"DRESSING,HONEY MUSTARD,FAT-FREE",169.0,1.07,38.43,1.47,1.2,17.75,,1004.0,1.0,,,Food_4.csv
"OIL,FLAXSEED,CONTAINS ADDED SLICED FLAXSEED",878.0,0.37,0.39,99.01,,,,6.0,0.0,,,Food_4.csv
"MAYONNAISE,RED FAT,W/ OLIVE OIL",361.0,0.37,0.0,40.0,0.0,0.0,,800.0,33.0,,,Food_4.csv
"SALAD DRSNG,MAYONNAISE-TYPE,LT",158.0,0.65,16.4,10.0,0.0,6.67,,833.0,0.0,,,Food_4.csv
"CHICKEN,BROILER,ROTISSERIE,BBQ,BREAST MEAT ONLY",144.0,28.04,0.0,3.57,0.0,0.0,,328.0,86.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,RAW",213.0,18.33,0.13,14.83,0.0,,,70.0,90.0,,,Food_4.csv
"CHICKEN,BROILER OR FRYER,MEAT&SKN&GIBLETS&NECK,FRIED,BATTER",291.0,22.84,9.03,17.53,,,,284.0,103.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,FRIED,FLR",272.0,28.57,3.27,15.27,,,,86.0,112.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,RSTD",234.0,26.78,0.06,13.27,0.0,0.0,,79.0,107.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,STWD",216.0,24.49,0.06,12.37,0.0,,,66.0,97.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,MEAT & SKN,RAW",215.0,18.6,0.0,15.06,0.0,0.0,,70.0,75.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,FRIED,BATTER",289.0,22.54,9.42,17.35,0.3,0.0,,292.0,87.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,FRIED,FLR",269.0,28.56,3.15,14.92,0.1,0.0,,84.0,90.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,RSTD",239.0,27.3,0.0,13.6,0.0,0.0,,82.0,88.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,STWD",219.0,24.68,0.0,12.56,0.0,0.0,,67.0,78.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,MEAT ONLY,RAW",119.0,21.39,0.0,3.08,0.0,0.0,,77.0,70.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,MEAT ONLY,CKD,FRIED",219.0,30.57,1.69,9.12,0.1,0.0,,91.0,94.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,MEAT ONLY,RSTD",190.0,28.93,0.0,7.41,0.0,0.0,,86.0,89.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,MEAT ONLY,STWD",177.0,27.29,0.0,6.71,0.0,0.0,,70.0,83.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,SKN ONLY,RAW",349.0,13.33,0.0,32.35,0.0,0.0,,63.0,109.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,SKN ONLY,CKD,FRIED,BATTER",394.0,10.32,23.15,28.83,,,,581.0,74.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,SKN ONLY,CKD,FRIED,FLR",502.0,19.09,9.34,42.58,,,,53.0,73.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,SKN ONLY,CKD,RSTD",454.0,20.36,0.0,40.68,0.0,0.0,,65.0,83.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,SKN ONLY,CKD,STWD",363.0,15.22,0.0,33.04,0.0,,,56.0,63.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,GIBLETS,RAW",124.0,17.88,1.8,4.47,0.0,,,77.0,262.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,GIBLETS,CKD,FRIED",277.0,32.54,4.35,13.46,0.0,,,113.0,446.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,GIBLETS,CKD,SIMMRD",157.0,27.15,0.0,4.5,0.0,0.0,,67.0,442.0,,,Food_4.csv
"CHICKEN,GIZZARD,ALL CLASSES,RAW",94.0,17.66,0.0,2.06,0.0,0.0,,69.0,240.0,,,Food_4.csv
"CHICKEN,GIZZARD,ALL CLASSES,CKD,SIMMRD",154.0,30.39,0.0,2.68,0.0,0.0,,56.0,370.0,,,Food_4.csv
"CHICKEN,HEART,ALL CLASSES,RAW",153.0,15.55,0.71,9.33,0.0,,,74.0,136.0,,,Food_4.csv
"CHICKEN,HEART,ALL CLASSES,CKD,SIMMRD",185.0,26.41,0.1,7.92,0.0,,,48.0,242.0,,,Food_4.csv
"CHICKEN,LIVER,ALL CLASSES,RAW",119.0,16.92,0.73,4.83,0.0,0.0,,71.0,345.0,,,Food_4.csv
"CHICKEN,LIVER,ALL CLASSES,CKD,SIMMRD",167.0,24.46,0.87,6.51,0.0,0.0,,76.0,563.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT & SKN,RAW",186.0,20.27,0.0,11.07,0.0,0.0,,65.0,67.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,FRIED,BATTER",277.0,23.55,9.5,15.44,,,,287.0,84.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,FRIED,FLR",246.0,30.45,1.82,12.09,0.1,0.0,,77.0,87.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,RSTD",222.0,29.02,0.0,10.85,0.0,,,75.0,84.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,STWD",201.0,26.14,0.0,9.97,0.0,,,63.0,74.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT & SKN,RAW",237.0,16.69,0.0,18.34,0.0,0.0,,73.0,81.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,FRIED,BATTER",298.0,21.85,9.38,18.64,,,,295.0,89.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,FRIED,FLR",285.0,27.22,4.08,16.91,0.0,0.0,,89.0,92.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,RSTD",253.0,25.97,0.0,15.78,0.0,,,87.0,91.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,STWD",233.0,23.5,0.0,14.66,0.0,,,70.0,82.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,RAW",114.0,23.2,0.0,1.65,0.0,0.0,,68.0,58.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,CKD,FRIED",192.0,32.82,0.42,5.54,0.0,,,81.0,90.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,CKD,RSTD",173.0,30.91,0.0,4.51,0.0,0.0,,77.0,85.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,CKD,STWD",159.0,28.88,0.0,3.99,0.0,0.0,,65.0,77.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT ONLY,RAW",125.0,20.08,0.0,4.31,0.0,0.0,,85.0,80.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT ONLY,CKD,FRIED",239.0,28.99,2.59,11.62,0.0,,,97.0,96.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT ONLY,CKD,RSTD",205.0,27.37,0.0,9.73,0.0,0.0,,93.0,93.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT ONLY,CKD,STWD",192.0,25.97,0.0,8.98,0.0,0.0,,74.0,88.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,FAT,RAW",629.0,3.73,0.0,67.95,0.0,0.0,,32.0,58.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,RAW",319.0,14.05,0.0,28.74,0.0,0.0,,64.0,79.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,CKD,FRIED,BATTER",331.0,21.97,10.25,21.91,,,,317.0,88.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,CKD,FRIED,FLR",331.0,27.79,6.5,20.74,,,,90.0,89.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,CKD,RSTD",300.0,25.95,0.0,20.97,0.0,0.0,,87.0,88.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,CKD,STWD",258.0,22.18,0.0,18.14,0.0,0.0,,64.0,78.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT ONLY,RAW",137.0,19.56,0.0,5.92,0.0,0.0,,82.0,81.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT ONLY,CKD,FRIED",288.0,29.99,5.68,15.32,0.0,,,99.0,93.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT ONLY,CKD,RSTD",239.0,28.19,0.0,13.16,0.0,0.0,,96.0,90.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT ONLY,CKD,STWD",209.0,25.31,0.0,11.19,0.0,0.0,,67.0,85.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,RAW",172.0,20.85,0.0,9.25,0.0,0.0,,63.0,64.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,CKD,FRIED,BATTER",260.0,24.84,8.99,13.2,0.3,0.0,,275.0,85.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,CKD,FRIED,FLR",222.0,31.84,1.64,8.87,0.1,,,76.0,89.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,CKD,RSTD",197.0,29.8,0.0,7.78,0.0,0.0,,71.0,84.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,CKD,STWD",184.0,27.39,0.0,7.42,0.0,0.0,,62.0,75.0,,,Food_4.csv
"CHICKEN,BROILER OR FRYERS,BRST,SKINLESS,BNLESS,MEAT ONLY,RAW",120.0,22.5,0.0,2.62,0.0,0.0,,45.0,73.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,CKD,FRIED",187.0,33.44,0.51,4.71,0.0,0.0,,79.0,91.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,CKD,RSTD",165.0,31.02,0.0,3.57,0.0,0.0,,74.0,85.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,CKD,STWD",151.0,28.98,0.0,3.03,0.0,0.0,,63.0,77.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,RAW",161.0,18.08,0.11,9.2,0.0,0.0,,106.0,92.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,FRIED,BATTER",268.0,21.95,8.28,15.75,0.3,,,269.0,86.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,FRIED,FLR",245.0,26.96,1.63,13.72,0.1,,,89.0,90.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,RSTD",191.0,23.35,0.0,10.15,0.0,0.0,,123.0,130.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,STWD",204.0,25.32,0.0,10.64,0.0,0.0,,76.0,83.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,DK MEAT,DRUMSTK,MEAT ONLY,RAW",116.0,19.41,0.0,3.71,0.0,0.0,,114.0,89.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT ONLY,CKD,FRIED",195.0,28.62,0.0,8.08,0.0,,,96.0,94.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,DK MEAT,DRUMSTK,MEAT ONLY,CKD,RST",155.0,24.24,0.0,5.7,0.0,0.0,,128.0,130.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT ONLY,CKD,STWD",169.0,27.5,0.0,5.71,0.0,0.0,,80.0,88.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,RAW",214.0,16.37,0.17,15.95,0.0,0.0,,84.0,93.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,FRIED,BATTER",273.0,21.77,8.72,16.17,0.3,,,279.0,90.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,FRIED,FLR",254.0,26.84,2.5,14.43,0.1,,,88.0,94.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,RSTD",184.0,24.03,0.0,8.99,0.0,0.0,,98.0,127.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,STWD",220.0,24.17,0.0,12.92,0.0,0.0,,73.0,84.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,RAW",120.0,19.16,0.0,4.22,0.0,0.0,,96.0,91.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,CKD,FRIED",208.0,28.38,0.65,9.32,0.0,,,96.0,99.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,CKD,RSTD",174.0,24.22,0.0,7.8,0.0,0.0,,99.0,128.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,CKD,STWD",185.0,26.26,0.0,8.06,0.0,0.0,,78.0,89.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,NECK,MEAT&SKN,RAW",297.0,14.07,0.0,26.24,0.0,,,64.0,99.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,NECK,MEAT&SKN,CKD,FRIED,BATTER",330.0,19.82,8.7,23.52,,,,276.0,91.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,NECK,MEAT&SKN,CKD,FRIED,FLR",332.0,24.01,4.24,23.61,,,,82.0,94.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,NECK,MEAT&SKN,CKD SIMMRD",247.0,19.61,0.0,18.1,0.0,0.0,,52.0,70.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,NECK,MEAT ONLY,RAW",154.0,17.55,0.0,8.78,0.0,,,81.0,83.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,NECK,MEAT ONLY,CKD,FRIED",229.0,26.87,1.77,11.88,0.0,,,99.0,105.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,NECK,MEAT ONLY,CKD,SIMMRD",179.0,24.56,0.0,8.18,0.0,,,64.0,79.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,RAW",221.0,16.52,0.25,16.61,0.0,0.0,,81.0,98.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,FRIED,BATTER",277.0,21.61,9.08,16.53,0.3,,,288.0,93.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,FRIED,FLR",262.0,26.75,3.18,14.98,0.1,,,88.0,97.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,RSTD",232.0,23.26,0.0,14.71,0.0,0.0,,102.0,133.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,STWD",232.0,23.26,0.0,14.74,0.0,0.0,,71.0,84.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,DK MEAT,THIGH,MEAT ONLY,RAW",121.0,19.66,0.0,4.12,0.0,0.0,,95.0,94.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT ONLY,CKD,FRIED",218.0,28.18,1.18,10.3,0.0,,,95.0,102.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT ONLY,CKD,RSTD",179.0,24.76,0.0,8.15,0.0,0.0,,106.0,133.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT ONLY,CKD,STWD",195.0,25.0,0.0,9.79,0.0,0.0,,75.0,90.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,RAW",191.0,17.52,0.0,12.85,0.0,0.0,,84.0,111.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,CKD,FRIED,BATTER",324.0,19.87,10.94,21.81,0.3,,,320.0,79.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,CKD,FRIED,FLR",321.0,26.11,2.39,22.16,0.1,,,77.0,81.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,CKD,RSTD",254.0,23.79,0.0,16.87,0.0,0.0,,98.0,141.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,CKD,STWD",249.0,22.78,0.0,16.82,0.0,0.0,,67.0,70.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,RAW",126.0,21.97,0.0,3.54,0.0,0.0,,81.0,57.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,CKD,FRIED",211.0,30.15,0.0,9.15,0.0,,,91.0,84.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,CKD,RSTD",203.0,30.46,0.0,8.13,0.0,0.0,,92.0,85.0,,,Food_4.csv
"CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,CKD,STWD",181.0,27.18,0.0,7.18,0.0,0.0,,73.0,74.0,,,Food_4.csv
"CHICKEN,ROASTING,MEAT&SKN&GIBLETS&NECK,RAW",213.0,17.09,0.09,15.46,0.0,,,69.0,86.0,,,Food_4.csv
"CHICKEN,ROASTING,MEAT&SKN&GIBLETS&NECK,CKD,RSTD",220.0,23.96,0.05,13.07,0.0,,,71.0,94.0,,,Food_4.csv
"CANADA GOOSE,BREAST MEAT,SKINLESS,RAW",133.0,24.31,0.0,4.02,0.0,0.0,,50.0,80.0,,,Food_4.csv
"CHICKEN,ROASTING,MEAT&SKN,CKD,RSTD",223.0,23.97,0.0,13.39,0.0,,,73.0,76.0,,,Food_4.csv
"CHICKEN,ROASTING,MEAT ONLY,RAW",111.0,20.33,0.0,2.7,0.0,0.0,,75.0,65.0,,,Food_4.csv
"CHICKEN,ROASTING,MEAT ONLY,CKD,RSTD",167.0,25.01,0.0,6.63,0.0,,,75.0,75.0,,,Food_4.csv
"CHICKEN,ROASTING,GIBLETS,RAW",127.0,18.14,1.14,5.04,0.0,,,77.0,236.0,,,Food_4.csv
"CHICKEN,ROASTING,GIBLETS,CKD,SIMMRD",165.0,26.77,0.86,5.22,0.0,,,60.0,357.0,,,Food_4.csv
"CHICKEN,ROASTING,LT MEAT,MEAT ONLY,RAW",109.0,22.2,0.0,1.63,0.0,0.0,,51.0,57.0,,,Food_4.csv
"CHICKEN,ROASTING,LT MEAT,MEAT ONLY,CKD,RSTD",153.0,27.13,0.0,4.07,0.0,0.0,,51.0,75.0,,,Food_4.csv
"CHICKEN,ROASTING,DK MEAT,MEAT ONLY,RAW",113.0,18.74,0.0,3.61,0.0,0.0,,95.0,72.0,,,Food_4.csv
"CHICKEN,ROASTING,DK MEAT,MEAT ONLY,CKD,RSTD",178.0,23.25,0.0,8.75,0.0,,,95.0,75.0,,,Food_4.csv
"CHICKEN,STEWING,MEAT&SKN,&GIBLETS&NECK,RAW",251.0,17.48,0.19,19.52,0.0,,,71.0,87.0,,,Food_4.csv
"CHICKEN,STEWING,MEAT & SKN,& GIBLETS & NECK,CKD,STWD",214.0,24.88,0.0,11.91,0.0,0.0,,67.0,107.0,,,Food_4.csv
"CHICKEN,STEWING,MEAT&SKN,RAW",258.0,17.55,0.0,20.33,0.0,0.0,,71.0,71.0,,,Food_4.csv
"CHICKEN,STEWING,MEAT&SKN,CKD,STWD",285.0,26.88,0.0,18.87,0.0,,,73.0,79.0,,,Food_4.csv
"CHICKEN,STEWING,MEAT ONLY,RAW",148.0,21.26,0.0,6.32,0.0,0.0,,79.0,63.0,,,Food_4.csv
"CHICKEN,STEWING,MEAT ONLY,CKD,STWD",237.0,30.42,0.0,11.89,0.0,0.0,,78.0,83.0,,,Food_4.csv
"CHICKEN,STEWING,GIBLETS,RAW",168.0,17.89,2.13,9.21,0.0,,,77.0,240.0,,,Food_4.csv
"CHICKEN,STEWING,GIBLETS,CKD,SIMMRD",194.0,25.73,0.11,9.3,0.0,,,56.0,355.0,,,Food_4.csv
"CHICKEN,STEWING,LT MEAT,MEAT ONLY,RAW",137.0,23.1,0.0,4.21,0.0,0.0,,53.0,47.0,,,Food_4.csv
"CHICKEN,STEWING,LT MEAT,MEAT ONLY,CKD,STWD",213.0,33.04,0.0,7.98,0.0,,,58.0,70.0,,,Food_4.csv
"CHICKEN,STEWING,DK MEAT,MEAT ONLY,RAW",157.0,19.7,0.0,8.12,0.0,0.0,,101.0,77.0,,,Food_4.csv
"CHICKEN,STEWING,DK MEAT,MEAT ONLY,CKD,STWD",258.0,28.14,0.0,15.28,0.0,,,95.0,95.0,,,Food_4.csv
